Virus,Decay,Dose,Rep,Indiv,Date.Autop,Virus.Pres
TMB,0D,LOW,2,13,,
TMB,0D,LOW,2,14,,
TMB,0D,LOW,2,15,,
TMB,0D,LOW,2,16,,
TMB,0D,LOW,2,17,6-Jul,1
TMB,0D,LOW,2,18,,
TMB,0D,LOW,2,19,3-Jul,1
TMB,0D,LOW,2,20,,
TMB,0D,LOW,3,1,,
TMB,0D,LOW,3,2,,
TMB,0D,LOW,3,3,,
TMB,0D,LOW,5,1,,
TMB,0D,LOW,5,2,13-Jul,1
TMB,0D,LOW,5,3,,
TMB,0D,LOW,5,4,22-Jul,1
TMB,0D,LOW,5,5,22-Jul,1
TMB,0D,LOW,5,6,,
TMB,0D,LOW,5,7,,
TMB,0D,LOW,5,8,,
TMB,0D,LOW,5,9,,
TMB,0D,LOW,5,10,,
TMB,0D,LOW,5,11,,
TMB,0D,LOW,5,12,,
TMB,0D,LOW,5,13,,
TMB,0D,LOW,5,14,,
TMB,0D,LOW,5,15,,
TMB,0D,LOW,5,16,,
TMB,0D,LOW,5,17,,
TMB,0D,LOW,5,18,,
TMB,0D,LOW,5,19,,
TMB,0D,LOW,5,20,,
TMB,0D,LOW,6,1,,
TMB,0D,LOW,6,2,,
TMB,0D,LOW,7,1,7-Jul,1
TMB,0D,LOW,7,2,5-Jul,0
TMB,0D,LOW,7,3,,
TMB,0D,LOW,7,4,22-Jul,1
TMB,0D,LOW,7,5,7-Jul,1
TMB,0D,LOW,7,6,,
TMB,0D,LOW,7,7,,
TMB,0D,LOW,7,8,5-Jul,1
TMB,0D,LOW,7,9,22-Jul,1
TMB,0D,LOW,7,10,7-Jul,1
TMB,0D,LOW,7,11,,
TMB,0D,LOW,7,12,,
TMB,0D,LOW,7,13,,
TMB,0D,LOW,7,14,,
TMB,0D,LOW,7,15,,
TMB,0D,LOW,7,16,,
TMB,0D,LOW,7,17,,
TMB,0D,LOW,7,18,,
TMB,0D,LOW,7,19,,
TMB,0D,LOW,7,20,,
TMB,3D,HI,1,1,,
TMB,3D,HI,1,2,6-Jul,1
TMB,3D,HI,1,3,6-Jul,1
TMB,3D,HI,1,4,,
TMB,3D,HI,1,5,8-Jul,1
TMB,3D,HI,1,6,,
TMB,3D,HI,1,7,9-Jul,1
TMB,3D,HI,1,8,6-Jul,1
TMB,3D,HI,1,9,,
TMB,3D,HI,1,10,9-Jul,1
TMB,3D,HI,1,11,20-Jul,1
TMB,3D,HI,1,12,6-Jul,1
TMB,3D,HI,1,13,6-Jul,1
TMB,3D,HI,1,14,22-Jul,1
TMB,3D,HI,1,15,8-Jul,1
TMB,3D,HI,1,16,6-Jul,1
TMB,3D,HI,1,17,6-Jul,1
TMB,3D,HI,2,1,10-Jul,0
TMB,3D,HI,2,2,6-Jul,0
TMB,3D,HI,2,3,,
TMB,3D,HI,2,4,9-Jul,1
TMB,3D,HI,2,5,10-Jul,1
TMB,3D,HI,2,6,,
TMB,3D,HI,2,7,8-Jul,1
TMB,3D,HI,3,1,9-Jul,1
TMB,3D,HI,3,2,,
TMB,3D,HI,3,3,,
TMB,3D,HI,3,4,,
TMB,3D,HI,3,5,,
TMB,3D,HI,3,6,6-Jul,1
TMB,3D,HI,3,7,,
TMB,3D,HI,3,8,,
TMB,3D,HI,3,9,,
TMB,3D,HI,3,10,8-Jul,1
TMB,3D,HI,3,11,,
TMB,3D,HI,3,12,,
TMB,3D,HI,3,13,,
TMB,3D,HI,3,14,6-Jul,1
TMB,3D,HI,3,15,,
TMB,3D,HI,3,16,,
TMB,3D,HI,3,17,22-Jul,1
TMB,3D,HI,3,18,,
TMB,3D,HI,3,19,,
TMB,3D,HI,3,20,,
TMB,3D,HI,4,1,,
TMB,3D,HI,4,2,7-Jul,1
TMB,3D,HI,4,3,,
TMB,3D,HI,4,4,10-Jul,1
TMB,3D,HI,4,5,,
TMB,3D,HI,4,6,,
TMB,3D,HI,4,7,9-Jul,1
TMB,3D,HI,4,8,,
TMB,3D,HI,4,9,,
TMB,3D,HI,4,10,,
TMB,3D,HI,4,11,,
TMB,3D,HI,4,12,10-Jul,1
TMB,3D,HI,4,13,,
TMB,3D,HI,4,14,7-Jul,1
TMB,3D,HI,4,15,,
TMB,3D,HI,4,16,,
TMB,3D,HI,4,17,7-Jul,1
TMB,3D,HI,4,18,,
TMB,3D,HI,4,19,,
TMB,3D,HI,5,1,6-Jul,1
TMB,3D,HI,6,1,,
TMB,3D,HI,6,2,20-Jul,1
TMB,3D,HI,6,3,7-Jul,1
TMB,3D,HI,6,4,10-Jul,1
TMB,3D,HI,6,5,8-Jul,1
TMB,3D,HI,6,6,8-Jul,1
TMB,3D,HI,6,7,,
TMB,3D,HI,6,8,11-Jul,1
TMB,3D,HI,6,9,,
TMB,3D,HI,6,10,,
TMB,3D,HI,6,11,7-Jul,1
TMB,3D,HI,6,12,10-Jul,1
TMB,3D,HI,6,13,,
TMB,3D,HI,6,14,12-Jul,1
TMB,3D,HI,6,15,,
TMB,3D,HI,6,16,8-Jul,1
TMB,3D,HI,7,1,6-Jul,1
TMB,3D,HI,7,2,6-Jul,1
TMB,3D,HI,7,3,20-Jul,1
TMB,3D,HI,7,4,,
TMB,3D,HI,7,5,10-Jul,1
TMB,3D,HI,7,6,6-Jul,1
TMB,3D,HI,7,7,12-Jul,1
TMB,3D,HI,7,8,,
TMB,3D,LOW,1,1,,
TMB,3D,LOW,1,2,,
TMB,3D,LOW,1,3,9-Jul,0
TMB,3D,LOW,1,4,,
TMB,3D,LOW,1,5,,
TMB,3D,LOW,1,6,8-Jul,1
TMB,3D,LOW,1,7,,
TMB,3D,LOW,1,8,,
TMB,3D,LOW,1,9,8-Jul,1
TMB,3D,LOW,1,10,,
TMB,3D,LOW,1,11,6-Jul,1
TMB,3D,LOW,1,12,,
TMB,3D,LOW,1,13,22-Jul,1
TMB,3D,LOW,1,14,,
TMB,3D,LOW,1,15,,
TMB,3D,LOW,1,16,,
TMB,3D,LOW,1,17,8-Jul,1
TMB,3D,LOW,1,18,,
TMB,3D,LOW,2,1,,
TMB,3D,LOW,2,2,,
TMB,3D,LOW,2,3,,
TMB,3D,LOW,2,4,,
TMB,3D,LOW,2,5,,
TMB,3D,LOW,2,6,,
TMB,3D,LOW,2,7,6-Jul,1
TMB,3D,LOW,2,8,,
TMB,3D,LOW,2,9,,
TMB,3D,LOW,2,10,,
TMB,3D,LOW,2,11,,
TMB,3D,LOW,2,12,,
TMB,3D,LOW,2,13,,
TMB,3D,LOW,2,14,22-Jul,1
TMB,3D,LOW,2,15,,
TMB,3D,LOW,2,16,,
TMB,3D,LOW,2,17,,
TMB,3D,LOW,2,18,22-Jul,1
TMB,3D,LOW,3,1,22-Jul,0
TMB,3D,LOW,3,2,,
TMB,3D,LOW,3,3,,
TMB,3D,LOW,3,4,,
TMB,3D,LOW,3,5,,
TMB,3D,LOW,3,6,,
TMB,3D,LOW,3,7,6-Jul,0
TMB,3D,LOW,3,8,,
TMB,3D,LOW,3,9,,
TMB,3D,LOW,3,10,,
TMB,3D,LOW,3,11,,
TMB,3D,LOW,3,12,,
TMB,3D,LOW,3,13,,
TMB,3D,LOW,3,14,,
TMB,3D,LOW,3,15,22-Jul,1
TMB,3D,LOW,3,16,,
TMB,3D,LOW,3,17,,
TMB,3D,LOW,3,18,,
TMB,3D,LOW,3,19,,
TMB,3D,LOW,3,20,,
TMB,3D,LOW,4,1,,
TMB,3D,LOW,4,2,,
TMB,3D,LOW,4,3,,
TMB,3D,LOW,4,4,7-Jul,1
TMB,3D,LOW,4,5,,
TMB,3D,LOW,4,6,,
TMB,3D,LOW,4,7,,
TMB,3D,LOW,4,8,,
TMB,3D,LOW,4,9,,
TMB,3D,LOW,4,10,,
TMB,3D,LOW,4,11,,
TMB,3D,LOW,4,12,,
TMB,3D,LOW,4,13,,
TMB,3D,LOW,4,14,,
TMB,3D,LOW,4,15,,
TMB,3D,LOW,4,16,,
TMB,3D,LOW,4,17,22-Jul,1
TMB,3D,LOW,4,18,,
TMB,3D,LOW,4,19,,
TMB,3D,LOW,4,20,,
TMB,3D,LOW,6,1,,
TMB,3D,LOW,6,2,,
TMB,3D,LOW,6,3,7-Jul,0
TMB,3D,LOW,7,1,,
TMB,3D,LOW,7,2,,
TMB,3D,LOW,7,3,10-Jul,1
TMB,3D,LOW,7,4,,
TMB,3D,LOW,7,5,,
TMB,3D,LOW,7,6,,
TMB,3D,LOW,7,7,,
TMB,3D,LOW,7,8,,
TMB,3D,LOW,7,9,,
TMB,3D,LOW,7,10,,
TMB,3D,LOW,7,11,,
TMB,3D,LOW,7,12,,
TMB,3D,LOW,7,13,,
TMB,3D,LOW,7,14,11-Jul,1
TMB,3D,LOW,7,15,7-Jul,1
TMB,3D,LOW,7,16,,
TMB,3D,LOW,7,17,7-Jul,1
TMB,3D,LOW,7,18,6-Jul,1
